,Hospitals,Hotels
503,KRISHNA SHALBY HOSPITAL,"MARKET NAME:
Ahmedabad Fashion Street (Nehrunagar Wala)
MARKET IS KNOWN FOR:
Dresses And Clothes
RESTURANTS IN MARKET PLACE:
All
RELIGIOUS PLACES IN MARKET:
All"
504,Krishna Shalby Hospital,"APPOINTMENT LINK
https://www.shalby.org/contact-us/krishna-shalby-hospital/"
505,Krishna Shalby Hospital,"INTERNATIONAL CUISINES
- Not Available -"
506,Krishna Shalby Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
507,Krishna Shalby Hospital,"ISO DETAILS
- Not Available -"
508,Krishna Shalby Hospital,"LANGUAGES
* English
* Hindi"
509,Krishna Shalby Hospital,"CERTIFICATES
* NABH
* NABL"
510,Krishna Shalby Hospital,
511,Krishna Shalby Hospital,
512,Krishna Shalby Hospital,
513,Krishna Shalby Hospital,
514,Krishna Shalby Hospital,
515,Krishna Shalby Hospital,
516,Krishna Shalby Hospital,
517,Krishna Shalby Hospital,
518,Krishna Shalby Hospital,
519,Krishna Shalby Hospital,
520,Krishna Shalby Hospital,
521,Krishna Shalby Hospital,
522,Krishna Shalby Hospital,
523,Krishna Shalby Hospital,
524,Krishna Shalby Hospital,
525,Krishna Shalby Hospital,
526,Krishna Shalby Hospital,
527,Krishna Shalby Hospital,
528,Krishna Shalby Hospital,
529,Krishna Shalby Hospital,
530,Krishna Shalby Hospital,
531,Krishna Shalby Hospital,
532,Krishna Shalby Hospital,
533,Krishna Shalby Hospital,
534,Krishna Shalby Hospital,
535,Krishna Shalby Hospital,
536,Krishna Shalby Hospital,
537,Krishna Shalby Hospital,
538,Krishna Shalby Hospital,"HOTEL'S NAME:
Hotel New Pathik
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.6
ROOM COUNT:
30
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
n/a"
539,Krishna Shalby Hospital,"HOTEL'S NAME:
Hotel Skyland
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
35
PRICE RANGE (INR):
2030
PRICE RANGE (USD):
27
HOTELS LINK:
n/a"
540,Krishna Shalby Hospital,"SIGHT'S NAME:
Teen Darwaza
SIGHTS' ADDRESS:
Old City, Bhadra, Ahmedabad, Gujarat 380001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
16.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
541,Krishna Shalby Hospital,"MARKET NAME:
Ahmedabad Fashion Street (Nehrunagar Wala)
MARKET IS KNOWN FOR:
Dresses And Clothes
RESTURANTS IN MARKET PLACE:
Local, Casual, Fast Fetc.Ood, Family Type,
RELIGIOUS PLACES IN MARKET:
Temple, Mosque, Church, Gurudwara, Etc."
542,Shalby Hospital S. G Highway,"APPOINTMENT LINK
www.shalby.org"
543,Shalby Hospital S. G Highway,"INTERNATIONAL CUISINES
* Continental"
544,Shalby Hospital S. G Highway,"INTERNATIONAL RECOGNITIONS
- Not Available -"
545,Shalby Hospital S. G Highway,"ISO DETAILS
- Not Available -"
546,Shalby Hospital S. G Highway,"LANGUAGES
* English
* Hindi
* Russian
* Tamil
* Malyalam
* Marathi
* Bangla
* Arabic"
547,Shalby Hospital S. G Highway,"CERTIFICATES
* NABH
* NABL"
548,Shalby Hospital S. G Highway,
549,Shalby Hospital S. G Highway,
550,Shalby Hospital S. G Highway,
551,Shalby Hospital S. G Highway,
552,Shalby Hospital S. G Highway,
553,Shalby Hospital S. G Highway,
554,Shalby Hospital S. G Highway,
555,Shalby Hospital S. G Highway,
556,Shalby Hospital S. G Highway,
557,Shalby Hospital S. G Highway,
558,Shalby Hospital S. G Highway,
559,Shalby Hospital S. G Highway,
560,Shalby Hospital S. G Highway,
561,Shalby Hospital S. G Highway,
562,Shalby Hospital S. G Highway,
563,Shalby Hospital S. G Highway,
564,Shalby Hospital S. G Highway,
565,Shalby Hospital S. G Highway,
566,Shalby Hospital S. G Highway,
567,Shalby Hospital S. G Highway,
568,Shalby Hospital S. G Highway,
569,Shalby Hospital S. G Highway,
570,Shalby Hospital S. G Highway,
571,Shalby Hospital S. G Highway,
572,Shalby Hospital S. G Highway,
573,Shalby Hospital S. G Highway,
574,Shalby Hospital S. G Highway,
575,Shalby Hospital S. G Highway,
576,Shalby Hospital S. G Highway,
577,Shalby Hospital S. G Highway,
578,Shalby Hospital S. G Highway,
579,Shalby Hospital S. G Highway,
580,Shalby Hospital S. G Highway,
581,Shalby Hospital S. G Highway,
582,Shalby Hospital S. G Highway,
583,Shalby Hospital S. G Highway,
584,Shalby Hospital S. G Highway,
585,Shalby Hospital S. G Highway,
586,Shalby Hospital S. G Highway,
587,Shalby Hospital S. G Highway,
588,Shalby Hospital S. G Highway,
589,Shalby Hospital S. G Highway,
590,Shalby Hospital S. G Highway,
591,Shalby Hospital S. G Highway,
592,Shalby Hospital S. G Highway,
593,Shalby Hospital S. G Highway,
594,Shalby Hospital S. G Highway,
595,Shalby Hospital S. G Highway,
596,Shalby Hospital S. G Highway,
597,Shalby Hospital S. G Highway,
598,Shalby Hospital S. G Highway,
599,Shalby Hospital S. G Highway,
600,Shalby Hospital S. G Highway,
601,Shalby Hospital S. G Highway,
602,Shalby Hospital S. G Highway,
603,Shalby Hospital S. G Highway,
604,Shalby Hospital S. G Highway,
605,Shalby Hospital S. G Highway,
606,Shalby Hospital S. G Highway,
607,Shalby Hospital S. G Highway,
608,Shalby Hospital S. G Highway,
609,Shalby Hospital S. G Highway,
610,Shalby Hospital S. G Highway,
611,Shalby Hospital S. G Highway,
612,Shalby Hospital S. G Highway,
613,Shalby Hospital S. G Highway,
614,Shalby Hospital S. G Highway,
615,Shalby Hospital S. G Highway,
616,Shalby Hospital S. G Highway,
617,Shalby Hospital S. G Highway,
618,Shalby Hospital S. G Highway,
619,Shalby Hospital S. G Highway,
620,Shalby Hospital S. G Highway,
621,Shalby Hospital S. G Highway,
622,Shalby Hospital S. G Highway,
623,Shalby Hospital S. G Highway,
624,Shalby Hospital S. G Highway,
625,Shalby Hospital S. G Highway,
626,Shalby Hospital S. G Highway,
627,Shalby Hospital S. G Highway,
628,Shalby Hospital S. G Highway,
629,Shalby Hospital S. G Highway,
630,Shalby Hospital S. G Highway,"HOTEL'S NAME:
Crowne Plaza Ahmedabad City Centre
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
200
PRICE RANGE (INR):
12000
PRICE RANGE (USD):
160
HOTELS LINK:
ihg.com"
631,Shalby Hospital S. G Highway,"HOTEL'S NAME:
Hotel Shrimad Residency
STAR RTAING:
1
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.2
ROOM COUNT:
18
PRICE RANGE (INR):
1200
PRICE RANGE (USD):
16
HOTELS LINK:
hotelshrimadresidency.com"
632,Shalby Hospital S. G Highway,"SIGHT'S NAME:
Teen Darwaza
SIGHTS' ADDRESS:
Old City, Bhadra, Ahmedabad, Gujarat 380001
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
633,Shalby Hospital S. G Highway,"MARKET NAME:
Ahmedabad Fashion Street (Nehrunagar Wala)
MARKET IS KNOWN FOR:
Dresses
RESTURANTS IN MARKET PLACE:
Local, Fast Food, Casual, Family Type
RELIGIOUS PLACES IN MARKET:
Temple"
0,"Rockland Hospital, Manesar","APPOINTMENT LINK
http://www.rocklandhospitals.com"
1,"Rockland Hospital, Manesar","INTERNATIONAL CUISINES
- Not Available -"
2,"Rockland Hospital, Manesar","INTERNATIONAL RECOGNITIONS
- Not Available -"
3,"Rockland Hospital, Manesar","ISO DETAILS
- Not Available -"
4,"Rockland Hospital, Manesar","LANGUAGES
* English
* Arabic
* French
* Russian
* German"
5,"Rockland Hospital, Manesar","CERTIFICATES
* NABH"
6,"Rockland Hospital, Manesar","ROOMS
* Twin Sharing
* Suites"
7,"Rockland Hospital, Manesar",
8,"Rockland Hospital, Manesar",
9,"Rockland Hospital, Manesar",
10,"Rockland Hospital, Manesar",
11,"Rockland Hospital, Manesar",
12,"Rockland Hospital, Manesar",
13,"Rockland Hospital, Manesar",
14,"Rockland Hospital, Manesar",
15,"Rockland Hospital, Manesar",
16,"Rockland Hospital, Manesar",
17,"Rockland Hospital, Manesar",
18,"Rockland Hospital, Manesar",
19,"Rockland Hospital, Manesar",
20,"Rockland Hospital, Manesar",
21,"Rockland Hospital, Manesar",
22,"Rockland Hospital, Manesar",
23,"Rockland Hospital, Manesar",
24,"Rockland Hospital, Manesar",
25,"Rockland Hospital, Manesar",
26,"Rockland Hospital, Manesar",
27,"Rockland Hospital, Manesar",
28,"Rockland Hospital, Manesar",
29,"Rockland Hospital, Manesar",
30,"Rockland Hospital, Manesar",
31,"Rockland Hospital, Manesar",
32,"Rockland Hospital, Manesar",
33,"Rockland Hospital, Manesar",
34,"Rockland Hospital, Manesar",
35,"Rockland Hospital, Manesar",
36,"Rockland Hospital, Manesar",
37,"Rockland Hospital, Manesar",
38,"Rockland Hospital, Manesar",
39,"Rockland Hospital, Manesar",
40,"Rockland Hospital, Manesar",
41,"Rockland Hospital, Manesar",
42,"Rockland Hospital, Manesar",
43,"Rockland Hospital, Manesar",
44,"Rockland Hospital, Manesar",
45,"Rockland Hospital, Manesar",
46,"Rockland Hospital, Manesar",
47,"Rockland Hospital, Manesar",
48,"Rockland Hospital, Manesar",
49,"Rockland Hospital, Manesar",
50,"Rockland Hospital, Manesar",
51,"Rockland Hospital, Manesar",
52,"Rockland Hospital, Manesar",
53,"Rockland Hospital, Manesar",
54,"Rockland Hospital, Manesar",
55,"Rockland Hospital, Manesar",
56,"Rockland Hospital, Manesar",
57,"Rockland Hospital, Manesar",
58,"Rockland Hospital, Manesar",
59,"Rockland Hospital, Manesar",
60,"Rockland Hospital, Manesar",
61,"Rockland Hospital, Manesar","HOTEL'S NAME:
Heritage Village Manesar
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.7
ROOM COUNT:
160
PRICE RANGE (INR):
6000
PRICE RANGE (USD):
79
HOTELS LINK:
http://selecthotels.co.in/manesar.php"
62,"Rockland Hospital, Manesar","HOTEL'S NAME:
Hyatt Regency Gurgaon
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
200
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://gurgaon.regency.hyatt.com/"
63,"Rockland Hospital, Manesar","SIGHT'S NAME:
Kingdom Of Dreams
SIGHTS' ADDRESS:
Auditorium Complex, Sector 29, Gurgaon
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Cab, Metro, Auto, Bus
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
64,"Rockland Hospital, Manesar","MARKET NAME:
Sushant Lok
MARKET IS KNOWN FOR:
General, Household, Medicine, Clothing, Food
RESTURANTS IN MARKET PLACE:
Chinese, Italian, Indian
RELIGIOUS PLACES IN MARKET:
Hindu - E-Block, Sushant Lok, Phase-I"
65,Dr SanjayKalra'S Multispeciality Dental Clinic,"APPOINTMENT LINK
https://www.sanjaykalradentalclinic.com/contact-us/"
66,Dr SanjayKalra'S Multispeciality Dental Clinic,"INTERNATIONAL CUISINES
* Indian
* Continental
* Thai
* Chinese
* Mexican"
67,Dr SanjayKalra'S Multispeciality Dental Clinic,"INTERNATIONAL RECOGNITIONS
- Not Available -"
68,Dr SanjayKalra'S Multispeciality Dental Clinic,"ISO DETAILS
- Not Available -"
69,Dr SanjayKalra'S Multispeciality Dental Clinic,"LANGUAGES
* English
* Hindi
* Punjabi"
70,Dr SanjayKalra'S Multispeciality Dental Clinic,"CERTIFICATES
* NABH"
71,Dr SanjayKalra'S Multispeciality Dental Clinic,
72,Dr SanjayKalra'S Multispeciality Dental Clinic,
73,Dr SanjayKalra'S Multispeciality Dental Clinic,
74,Dr SanjayKalra'S Multispeciality Dental Clinic,
75,Dr SanjayKalra'S Multispeciality Dental Clinic,
76,Dr SanjayKalra'S Multispeciality Dental Clinic,
77,Dr SanjayKalra'S Multispeciality Dental Clinic,
78,Dr SanjayKalra'S Multispeciality Dental Clinic,
79,Dr SanjayKalra'S Multispeciality Dental Clinic,
80,Dr SanjayKalra'S Multispeciality Dental Clinic,
81,Dr SanjayKalra'S Multispeciality Dental Clinic,
82,Dr SanjayKalra'S Multispeciality Dental Clinic,
83,Dr SanjayKalra'S Multispeciality Dental Clinic,
84,Dr SanjayKalra'S Multispeciality Dental Clinic,
85,Dr SanjayKalra'S Multispeciality Dental Clinic,
86,Dr SanjayKalra'S Multispeciality Dental Clinic,
87,Dr SanjayKalra'S Multispeciality Dental Clinic,
88,Dr SanjayKalra'S Multispeciality Dental Clinic,
89,Dr SanjayKalra'S Multispeciality Dental Clinic,
90,Dr SanjayKalra'S Multispeciality Dental Clinic,
91,Dr SanjayKalra'S Multispeciality Dental Clinic,
92,Dr SanjayKalra'S Multispeciality Dental Clinic,
93,Dr SanjayKalra'S Multispeciality Dental Clinic,
94,Dr SanjayKalra'S Multispeciality Dental Clinic,
95,Dr SanjayKalra'S Multispeciality Dental Clinic,
96,Dr SanjayKalra'S Multispeciality Dental Clinic,
97,Dr SanjayKalra'S Multispeciality Dental Clinic,
98,Dr SanjayKalra'S Multispeciality Dental Clinic,
99,Dr SanjayKalra'S Multispeciality Dental Clinic,
100,Dr SanjayKalra'S Multispeciality Dental Clinic,
101,Dr SanjayKalra'S Multispeciality Dental Clinic,
102,Dr SanjayKalra'S Multispeciality Dental Clinic,
103,Dr SanjayKalra'S Multispeciality Dental Clinic,
104,Dr SanjayKalra'S Multispeciality Dental Clinic,
105,Dr SanjayKalra'S Multispeciality Dental Clinic,
106,Dr SanjayKalra'S Multispeciality Dental Clinic,
107,Dr SanjayKalra'S Multispeciality Dental Clinic,
108,Dr SanjayKalra'S Multispeciality Dental Clinic,"HOTEL'S NAME:
Hotel Cove
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
50
PRICE RANGE (INR):
3000
PRICE RANGE (USD):
40
HOTELS LINK:
https://www.makemytrip.com/hotels/hotel_the_cove-details-panchkula.html"
109,Dr SanjayKalra'S Multispeciality Dental Clinic,"SIGHT'S NAME:
Shimla
SIGHTS' ADDRESS:
- Not Available -
SIGHT DISTANCE FROM HOSPITAL (IN KM):
90.0
CONNECTIVITY:
Taxi
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
- Not Available -
AGENCY WEBSITE:
- not available -
AGENCY CONTACT:
- Not Available -"
110,Lifeline Institute Of Medical Science,"APPOINTMENT LINK
- not available -"
111,Lifeline Institute Of Medical Science,"INTERNATIONAL CUISINES
- Not Available -"
112,Lifeline Institute Of Medical Science,"INTERNATIONAL RECOGNITIONS
- Not Available -"
113,Lifeline Institute Of Medical Science,"ISO DETAILS
- Not Available -"
114,Lifeline Institute Of Medical Science,"LANGUAGES
- Not Available -"
115,Lifeline Institute Of Medical Science,"CERTIFICATES
* NABH
* NABL"
116,Lifeline Institute Of Medical Science,
117,Lifeline Institute Of Medical Science,
118,Lifeline Institute Of Medical Science,
119,Lifeline Institute Of Medical Science,
120,Lifeline Institute Of Medical Science,
121,Lifeline Institute Of Medical Science,
122,Lifeline Institute Of Medical Science,
123,Lifeline Institute Of Medical Science,
124,Lifeline Institute Of Medical Science,
125,Lifeline Institute Of Medical Science,
126,Lifeline Institute Of Medical Science,
127,Lifeline Institute Of Medical Science,
128,Lifeline Institute Of Medical Science,
129,Lifeline Institute Of Medical Science,
130,Lifeline Institute Of Medical Science,
131,Lifeline Institute Of Medical Science,
132,Lifeline Institute Of Medical Science,
133,Lifeline Institute Of Medical Science,
134,Lifeline Institute Of Medical Science,
135,Lifeline Institute Of Medical Science,
136,Lifeline Institute Of Medical Science,
137,Lifeline Institute Of Medical Science,
138,Lifeline Institute Of Medical Science,
139,Lifeline Institute Of Medical Science,
140,Lifeline Institute Of Medical Science,
141,Lifeline Institute Of Medical Science,
142,Lifeline Institute Of Medical Science,
143,Lifeline Institute Of Medical Science,
144,"Aarogya Hospital, Haryana","APPOINTMENT LINK
www.aarogyahospitalhisar.com"
145,"Aarogya Hospital, Haryana","INTERNATIONAL CUISINES
- Not Available -"
146,"Aarogya Hospital, Haryana","INTERNATIONAL RECOGNITIONS
- Not Available -"
147,"Aarogya Hospital, Haryana","ISO DETAILS
- Not Available -"
148,"Aarogya Hospital, Haryana","LANGUAGES
* Arabic
* English
* Russian"
149,"Aarogya Hospital, Haryana","CERTIFICATES
* NABL"
150,"Aarogya Hospital, Haryana",
151,"Aarogya Hospital, Haryana",
152,"Aarogya Hospital, Haryana",
153,"Aarogya Hospital, Haryana",
154,"Aarogya Hospital, Haryana",
155,"Aarogya Hospital, Haryana",
156,"Aarogya Hospital, Haryana",
157,"Aarogya Hospital, Haryana",
158,"Aarogya Hospital, Haryana",
159,"Aarogya Hospital, Haryana",
160,"Aarogya Hospital, Haryana",
161,"Aarogya Hospital, Haryana",
162,"Aarogya Hospital, Haryana",
163,"Aarogya Hospital, Haryana",
164,"Aarogya Hospital, Haryana",
165,"Aarogya Hospital, Haryana",
166,"Aarogya Hospital, Haryana",
167,"Aarogya Hospital, Haryana",
168,"Aarogya Hospital, Haryana",
169,"Aarogya Hospital, Haryana",
170,"Aarogya Hospital, Haryana",
171,"Aarogya Hospital, Haryana",
172,"Aarogya Hospital, Haryana",
173,"Aarogya Hospital, Haryana",
174,"Aarogya Hospital, Haryana",
175,"Aarogya Hospital, Haryana",
176,"Aarogya Hospital, Haryana",
177,"Aarogya Hospital, Haryana",
178,"Aarogya Hospital, Haryana",
179,"Aarogya Hospital, Haryana",
180,"Aarogya Hospital, Haryana",
181,"Aarogya Hospital, Haryana","HOTEL'S NAME:
OYO 3161 Hotel Ashoka The Grand
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.6
ROOM COUNT:
40
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
27
HOTELS LINK:
oyorooms.com"
182,"Aarogya Hospital, Haryana","HOTEL'S NAME:
OYO 69735 Hotel CRA
STAR RTAING:
1
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
25
PRICE RANGE (INR):
1000
PRICE RANGE (USD):
13
HOTELS LINK:
oyorooms.com"
183,"Aarogya Hospital, Haryana","SIGHT'S NAME:
Firoz Shah Palace Complex
SIGHTS' ADDRESS:
Opp. Bus Stand NH 10, Shastri Nagar, Hisar
SIGHT DISTANCE FROM HOSPITAL (IN KM):
6.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
184,"Aarogya Hospital, Haryana","MARKET NAME:
Sector 13 Market
MARKET IS KNOWN FOR:
Street Food, Vegetables, Fruits,Household Items.
RESTURANTS IN MARKET PLACE:
Fast Food, Indian, Etc.
RELIGIOUS PLACES IN MARKET:
Temple"
185,Alchemist Hospital Panchkula,"APPOINTMENT LINK
- not available -"
186,Alchemist Hospital Panchkula,"INTERNATIONAL CUISINES
- Not Available -"
187,Alchemist Hospital Panchkula,"INTERNATIONAL RECOGNITIONS
- Not Available -"
188,Alchemist Hospital Panchkula,"ISO DETAILS
- Not Available -"
189,Alchemist Hospital Panchkula,"LANGUAGES
* English
* Arabic
* Spanish"
190,Alchemist Hospital Panchkula,"CERTIFICATES
* NABH"
191,Alchemist Hospital Panchkula,
192,Alchemist Hospital Panchkula,
193,Alchemist Hospital Panchkula,
194,Alchemist Hospital Panchkula,
195,Alchemist Hospital Panchkula,
196,Alchemist Hospital Panchkula,
197,Alchemist Hospital Panchkula,
198,Alchemist Hospital Panchkula,
199,Alchemist Hospital Panchkula,
200,Alchemist Hospital Panchkula,
201,Alchemist Hospital Panchkula,
202,Alchemist Hospital Panchkula,
203,Alchemist Hospital Panchkula,
204,Alchemist Hospital Panchkula,
205,Alchemist Hospital Panchkula,
206,Alchemist Hospital Panchkula,
207,Alchemist Hospital Panchkula,
208,Alchemist Hospital Panchkula,
209,Alchemist Hospital Panchkula,
210,Alchemist Hospital Panchkula,
211,Alchemist Hospital Panchkula,
212,Alchemist Hospital Panchkula,
213,Alchemist Hospital Panchkula,
214,Alchemist Hospital Panchkula,
215,Alchemist Hospital Panchkula,
216,Alchemist Hospital Panchkula,
217,Alchemist Hospital Panchkula,
218,Alchemist Hospital Panchkula,
219,Alchemist Hospital Panchkula,
220,Alchemist Hospital Panchkula,
221,Alchemist Hospital Panchkula,
222,Alchemist Hospital Panchkula,
223,Alchemist Hospital Panchkula,
224,Alchemist Hospital Panchkula,
225,Alchemist Hospital Panchkula,
226,Alchemist Hospital Panchkula,
227,Alchemist Hospital Panchkula,
228,Alchemist Hospital Panchkula,
229,Alchemist Hospital Panchkula,
230,Alchemist Hospital Panchkula,
231,Alchemist Hospital Panchkula,
232,Alchemist Hospital Panchkula,
233,Alchemist Hospital Panchkula,
234,Alchemist Hospital Panchkula,
235,Alchemist Hospital Panchkula,
236,Alchemist Hospital Panchkula,
237,Alchemist Hospital Panchkula,
238,Alchemist Hospital Panchkula,
239,Alchemist Hospital Panchkula,
240,Alchemist Hospital Panchkula,
241,Alchemist Hospital Panchkula,
242,Alchemist Hospital Panchkula,
243,Alchemist Hospital Panchkula,
244,Alchemist Hospital Panchkula,
245,Alchemist Hospital Panchkula,
246,Alchemist Hospital Panchkula,
247,Alchemist Hospital Panchkula,
248,Alchemist Hospital Panchkula,
249,Alchemist Hospital Panchkula,
250,Alchemist Hospital Panchkula,
251,Alchemist Hospital Panchkula,
252,Alchemist Hospital Panchkula,
253,Alchemist Hospital Panchkula,
254,Alchemist Hospital Panchkula,
255,Alchemist Hospital Panchkula,
256,Alchemist Hospital Panchkula,
257,Alchemist Hospital Panchkula,
258,Alchemist Hospital Panchkula,
259,Alchemist Hospital Panchkula,
260,Alchemist Hospital Panchkula,
261,Alchemist Hospital Panchkula,
262,Alchemist Hospital Panchkula,
263,Alchemist Hospital Panchkula,
264,Alchemist Hospital Panchkula,
265,Alchemist Hospital Panchkula,
266,Alchemist Hospital Panchkula,
267,Alchemist Hospital Panchkula,
268,Alchemist Hospital Panchkula,
269,Alchemist Hospital Panchkula,
270,Alchemist Hospital Panchkula,
271,Alchemist Hospital Panchkula,
272,Alchemist Hospital Panchkula,
273,Alchemist Hospital Panchkula,
274,Alchemist Hospital Panchkula,
275,Alchemist Hospital Panchkula,
276,Alchemist Hospital Panchkula,
277,Alchemist Hospital Panchkula,"HOTEL'S NAME:
Hotel Maharani
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.5
ROOM COUNT:
34
PRICE RANGE (INR):
1680
PRICE RANGE (USD):
22
HOTELS LINK:
treebo.com"
278,Alchemist Hospital Panchkula,"HOTEL'S NAME:
OYO 8277 Tricity Relax Inn
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
2.7
ROOM COUNT:
45
PRICE RANGE (INR):
750
PRICE RANGE (USD):
10
HOTELS LINK:
oyorooms.com"
279,Alchemist Hospital Panchkula,"SIGHT'S NAME:
Sukhna Lake Park
SIGHTS' ADDRESS:
Sector 6, Chandigarh, 160019
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
280,Alchemist Hospital Panchkula,"MARKET NAME:
Grain Market
MARKET IS KNOWN FOR:
Vegetables
RESTURANTS IN MARKET PLACE:
All
RELIGIOUS PLACES IN MARKET:
All"
281,VK Neurocare And Trauma Research Hospital,"APPOINTMENT LINK
www.vkneurocare.com"
282,VK Neurocare And Trauma Research Hospital,"INTERNATIONAL CUISINES
* Continental"
283,VK Neurocare And Trauma Research Hospital,"INTERNATIONAL RECOGNITIONS
- Not Available -"
284,VK Neurocare And Trauma Research Hospital,"ISO DETAILS
- Not Available -"
285,VK Neurocare And Trauma Research Hospital,"LANGUAGES
* Punjabi
* Telugu
* Malyalam
* Tamil
* Malyalam
* Tamil"
286,VK Neurocare And Trauma Research Hospital,"CERTIFICATES
* NABH
* ISO"
287,VK Neurocare And Trauma Research Hospital,"ROOMS
* Single Room
* Multiple Beds"
288,VK Neurocare And Trauma Research Hospital,
289,VK Neurocare And Trauma Research Hospital,
290,VK Neurocare And Trauma Research Hospital,
291,VK Neurocare And Trauma Research Hospital,
292,VK Neurocare And Trauma Research Hospital,
293,VK Neurocare And Trauma Research Hospital,
294,VK Neurocare And Trauma Research Hospital,
295,VK Neurocare And Trauma Research Hospital,
296,VK Neurocare And Trauma Research Hospital,
297,VK Neurocare And Trauma Research Hospital,
298,VK Neurocare And Trauma Research Hospital,
299,VK Neurocare And Trauma Research Hospital,
300,VK Neurocare And Trauma Research Hospital,
301,VK Neurocare And Trauma Research Hospital,
302,VK Neurocare And Trauma Research Hospital,
303,VK Neurocare And Trauma Research Hospital,
304,VK Neurocare And Trauma Research Hospital,
305,VK Neurocare And Trauma Research Hospital,
306,VK Neurocare And Trauma Research Hospital,
307,VK Neurocare And Trauma Research Hospital,
308,VK Neurocare And Trauma Research Hospital,
309,VK Neurocare And Trauma Research Hospital,
310,VK Neurocare And Trauma Research Hospital,
311,VK Neurocare And Trauma Research Hospital,
312,VK Neurocare And Trauma Research Hospital,
313,VK Neurocare And Trauma Research Hospital,
314,VK Neurocare And Trauma Research Hospital,
315,VK Neurocare And Trauma Research Hospital,"HOTEL'S NAME:
Hotel Moon
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.5
ROOM COUNT:
30
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
n/a"
316,VK Neurocare And Trauma Research Hospital,"HOTEL'S NAME:
Hotel Jaishree
STAR RTAING:
3
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
0.8
ROOM COUNT:
20
PRICE RANGE (INR):
2000
PRICE RANGE (USD):
17
HOTELS LINK:
n/a"
317,VK Neurocare And Trauma Research Hospital,"SIGHT'S NAME:
Agroha
SIGHTS' ADDRESS:
Agroha,Delhi Road ,Hisar
SIGHT DISTANCE FROM HOSPITAL (IN KM):
20.0
CONNECTIVITY:
Cab
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
318,VK Neurocare And Trauma Research Hospital,"MARKET NAME:
Rajguru
MARKET IS KNOWN FOR:
Daily Use Items,Cloths,Jewellary,Furniture
RESTURANTS IN MARKET PLACE:
Fast Food,Vaisnavi,
RELIGIOUS PLACES IN MARKET:
20"
319,Fortis Healthcare Limited,"APPOINTMENT LINK
- not available -"
320,Fortis Healthcare Limited,"INTERNATIONAL CUISINES
* Continental"
321,Fortis Healthcare Limited,"INTERNATIONAL RECOGNITIONS
- Not Available -"
