,Hospitals,Hotels
510,"Zydus Hospital, Anand",
511,"Zydus Hospital, Anand",
512,"Zydus Hospital, Anand",
513,"Zydus Hospital, Anand",
514,"Zydus Hospital, Anand",
515,"Zydus Hospital, Anand",
516,"Zydus Hospital, Anand",
517,"Zydus Hospital, Anand",
518,"Zydus Hospital, Anand",
519,"Zydus Hospital, Anand",
520,"Zydus Hospital, Anand",
521,"Zydus Hospital, Anand",
522,"Zydus Hospital, Anand",
523,"Zydus Hospital, Anand",
524,"Zydus Hospital, Anand",
525,"Zydus Hospital, Anand",
526,"Zydus Hospital, Anand",
527,"Zydus Hospital, Anand",
528,"Zydus Hospital, Anand",
529,"Zydus Hospital, Anand",
530,"Zydus Hospital, Anand",
531,"Zydus Hospital, Anand",
532,"Zydus Hospital, Anand",
533,"Zydus Hospital, Anand",
534,"Zydus Hospital, Anand",
535,"Zydus Hospital, Anand",
536,"Zydus Hospital, Anand",
537,"Zydus Hospital, Anand",
538,"Zydus Hospital, Anand",
539,"Zydus Hospital, Anand",
540,"Zydus Hospital, Anand",
541,"Zydus Hospital, Anand",
542,"Zydus Hospital, Anand",
543,"Zydus Hospital, Anand",
544,"Zydus Hospital, Anand",
545,"Zydus Hospital, Anand",
546,"Zydus Hospital, Anand",
547,"Zydus Hospital, Anand",
548,"Zydus Hospital, Anand",
549,"Zydus Hospital, Anand",
550,"Zydus Hospital, Anand",
551,"Zydus Hospital, Anand",
552,"Zydus Hospital, Anand","HOTEL'S NAME:
Neejanand Luxurious Resort & Spa
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
8.0
ROOM COUNT:
100
PRICE RANGE (INR):
5000
PRICE RANGE (USD):
66
HOTELS LINK:
http://neejanand.com/"
553,"Zydus Hospital, Anand","HOTEL'S NAME:
Hotel Rama Residency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
3.0
ROOM COUNT:
30
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://hotelramaresidency.com/"
554,"Zydus Hospital, Anand","SIGHT'S NAME:
Swaminarayan Mandir
SIGHTS' ADDRESS:
Goya Talav,
SIGHT DISTANCE FROM HOSPITAL (IN KM):
2.0
CONNECTIVITY:
Auto/ Local Bus
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
555,"Zydus Hospital, Anand","MARKET NAME:
Craft Bazaar
MARKET IS KNOWN FOR:
Arts And Craft, Décor, Pendants, Hangings, Toys Etc
RESTURANTS IN MARKET PLACE:
South Indian, Gujarathi, North Indian
RELIGIOUS PLACES IN MARKET:
Iskcon Temple"
556,"Vijaya Group Of Hospitals, Chennai","APPOINTMENT LINK
http://www.vijayahospital.org/"
557,"Vijaya Group Of Hospitals, Chennai","INTERNATIONAL CUISINES
- Not Available -"
558,"Vijaya Group Of Hospitals, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
559,"Vijaya Group Of Hospitals, Chennai","ISO DETAILS
- Not Available -"
560,"Vijaya Group Of Hospitals, Chennai","LANGUAGES
* English
* Arabic"
561,"Vijaya Group Of Hospitals, Chennai","CERTIFICATES
* NABH
* ISO"
562,"Vijaya Group Of Hospitals, Chennai",
563,"Vijaya Group Of Hospitals, Chennai",
564,"Vijaya Group Of Hospitals, Chennai",
565,"Vijaya Group Of Hospitals, Chennai",
566,"Vijaya Group Of Hospitals, Chennai",
567,"Vijaya Group Of Hospitals, Chennai",
568,"Vijaya Group Of Hospitals, Chennai",
569,"Vijaya Group Of Hospitals, Chennai",
570,"Vijaya Group Of Hospitals, Chennai",
571,"Vijaya Group Of Hospitals, Chennai",
572,"Vijaya Group Of Hospitals, Chennai",
573,"Vijaya Group Of Hospitals, Chennai",
574,"Vijaya Group Of Hospitals, Chennai",
575,"Vijaya Group Of Hospitals, Chennai",
576,"Vijaya Group Of Hospitals, Chennai",
577,"Vijaya Group Of Hospitals, Chennai",
578,"Vijaya Group Of Hospitals, Chennai",
579,"Vijaya Group Of Hospitals, Chennai",
580,"Vijaya Group Of Hospitals, Chennai",
581,"Vijaya Group Of Hospitals, Chennai",
582,"Vijaya Group Of Hospitals, Chennai",
583,"Vijaya Group Of Hospitals, Chennai",
584,"Vijaya Group Of Hospitals, Chennai",
585,"Vijaya Group Of Hospitals, Chennai",
586,"Vijaya Group Of Hospitals, Chennai",
587,"Vijaya Group Of Hospitals, Chennai",
588,"Vijaya Group Of Hospitals, Chennai",
589,"Vijaya Group Of Hospitals, Chennai",
590,"Vijaya Group Of Hospitals, Chennai",
591,"Vijaya Group Of Hospitals, Chennai",
592,"Vijaya Group Of Hospitals, Chennai",
593,"Vijaya Group Of Hospitals, Chennai",
594,"Vijaya Group Of Hospitals, Chennai",
595,"Vijaya Group Of Hospitals, Chennai",
596,"Vijaya Group Of Hospitals, Chennai",
597,"Vijaya Group Of Hospitals, Chennai",
598,"Vijaya Group Of Hospitals, Chennai",
599,"Vijaya Group Of Hospitals, Chennai",
600,"Vijaya Group Of Hospitals, Chennai",
601,"Vijaya Group Of Hospitals, Chennai",
602,"Vijaya Group Of Hospitals, Chennai",
603,"Vijaya Group Of Hospitals, Chennai",
604,"Vijaya Group Of Hospitals, Chennai",
605,"Vijaya Group Of Hospitals, Chennai",
606,"Vijaya Group Of Hospitals, Chennai",
607,"Vijaya Group Of Hospitals, Chennai",
608,"Vijaya Group Of Hospitals, Chennai",
609,"Vijaya Group Of Hospitals, Chennai",
610,"Vijaya Group Of Hospitals, Chennai",
611,"Vijaya Group Of Hospitals, Chennai",
612,"Vijaya Group Of Hospitals, Chennai",
613,"Vijaya Group Of Hospitals, Chennai",
614,"Vijaya Group Of Hospitals, Chennai",
615,"Vijaya Group Of Hospitals, Chennai",
616,"Vijaya Group Of Hospitals, Chennai",
617,"Vijaya Group Of Hospitals, Chennai",
618,"Vijaya Group Of Hospitals, Chennai",
619,"Vijaya Group Of Hospitals, Chennai",
620,"Vijaya Group Of Hospitals, Chennai",
621,"Vijaya Group Of Hospitals, Chennai",
622,"Vijaya Group Of Hospitals, Chennai",
623,"Vijaya Group Of Hospitals, Chennai",
624,"Vijaya Group Of Hospitals, Chennai",
625,"Vijaya Group Of Hospitals, Chennai",
626,"Vijaya Group Of Hospitals, Chennai",
627,"Vijaya Group Of Hospitals, Chennai",
628,"Vijaya Group Of Hospitals, Chennai",
629,"Vijaya Group Of Hospitals, Chennai",
630,"Vijaya Group Of Hospitals, Chennai",
631,"Vijaya Group Of Hospitals, Chennai",
632,"Vijaya Group Of Hospitals, Chennai",
633,"Vijaya Group Of Hospitals, Chennai",
634,"Vijaya Group Of Hospitals, Chennai","HOTEL'S NAME:
Hilton Chennai
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
204
PRICE RANGE (INR):
8500
PRICE RANGE (USD):
113
HOTELS LINK:
http://www3.hilton.com/en/hotels/india/hilton-chennai-maahihi/index.html"
635,"Vijaya Group Of Hospitals, Chennai","HOTEL'S NAME:
Sheraton Park Hotel And Towers
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
6.0
ROOM COUNT:
287
PRICE RANGE (INR):
8000
PRICE RANGE (USD):
106
HOTELS LINK:
http://itchotels.in/hotels/sheratonpark.aspx"
636,"Vijaya Group Of Hospitals, Chennai","SIGHT'S NAME:
Guindy National Park
SIGHTS' ADDRESS:
Guindy
SIGHT DISTANCE FROM HOSPITAL (IN KM):
10.0
CONNECTIVITY:
Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
637,"Vijaya Group Of Hospitals, Chennai","MARKET NAME:
Express Avenue
MARKET IS KNOWN FOR:
Books / Stationery/ Toys / Games / Gifts / Electronics / Home & Lifestyle Footwear / Handbags / Jewellery / Watches / Lingerie / Luggage / Leather Products / Watches / Lingerie / Luggage / Optics And Sunglasses / Health & Beauty / Fitness / Cosmetics / P
RESTURANTS IN MARKET PLACE:
Vegetarian Fine Dining / Non-Vegetarian Fine Dining / Café / Cakes / Chocolates / Confectionery / Ice Cream / Fast Food Includes Oriental, North Indian, South Indian, And Italian
RELIGIOUS PLACES IN MARKET:
Temple – Jain Temple Kolavazihi Temple Church – Santhome Basilica"
638,"Valiyath Institute Of Medical Sciences, Kollam","APPOINTMENT LINK
- not available -"
639,"Valiyath Institute Of Medical Sciences, Kollam","INTERNATIONAL CUISINES
* Indian"
640,"Valiyath Institute Of Medical Sciences, Kollam","INTERNATIONAL RECOGNITIONS
- Not Available -"
641,"Valiyath Institute Of Medical Sciences, Kollam","ISO DETAILS
- Not Available -"
642,"Valiyath Institute Of Medical Sciences, Kollam","LANGUAGES
* English
* Arabic"
643,"Valiyath Institute Of Medical Sciences, Kollam","CERTIFICATES
* NABH
* ISO"
644,"Valiyath Institute Of Medical Sciences, Kollam","ROOMS
* Deluxe
* Suites
* Executive"
645,"Valiyath Institute Of Medical Sciences, Kollam",
646,"Valiyath Institute Of Medical Sciences, Kollam",
647,"Valiyath Institute Of Medical Sciences, Kollam",
648,"Valiyath Institute Of Medical Sciences, Kollam",
649,"Valiyath Institute Of Medical Sciences, Kollam",
650,"Valiyath Institute Of Medical Sciences, Kollam",
651,"Valiyath Institute Of Medical Sciences, Kollam",
652,"Valiyath Institute Of Medical Sciences, Kollam",
653,"Valiyath Institute Of Medical Sciences, Kollam",
654,"Valiyath Institute Of Medical Sciences, Kollam",
655,"Valiyath Institute Of Medical Sciences, Kollam",
656,"Valiyath Institute Of Medical Sciences, Kollam",
657,"Valiyath Institute Of Medical Sciences, Kollam",
658,"Valiyath Institute Of Medical Sciences, Kollam",
659,"Valiyath Institute Of Medical Sciences, Kollam",
660,"Valiyath Institute Of Medical Sciences, Kollam",
661,"Valiyath Institute Of Medical Sciences, Kollam",
662,"Valiyath Institute Of Medical Sciences, Kollam",
663,"Valiyath Institute Of Medical Sciences, Kollam",
664,"Valiyath Institute Of Medical Sciences, Kollam",
665,"Valiyath Institute Of Medical Sciences, Kollam",
666,"Valiyath Institute Of Medical Sciences, Kollam",
667,"Valiyath Institute Of Medical Sciences, Kollam",
668,"Valiyath Institute Of Medical Sciences, Kollam",
669,"Valiyath Institute Of Medical Sciences, Kollam",
670,"Valiyath Institute Of Medical Sciences, Kollam",
671,"Valiyath Institute Of Medical Sciences, Kollam",
672,"Valiyath Institute Of Medical Sciences, Kollam",
673,"Valiyath Institute Of Medical Sciences, Kollam",
674,"Valiyath Institute Of Medical Sciences, Kollam",
675,"Valiyath Institute Of Medical Sciences, Kollam",
676,"Valiyath Institute Of Medical Sciences, Kollam",
677,"Valiyath Institute Of Medical Sciences, Kollam",
678,"Valiyath Institute Of Medical Sciences, Kollam",
679,"Valiyath Institute Of Medical Sciences, Kollam",
680,"Valiyath Institute Of Medical Sciences, Kollam",
681,"Valiyath Institute Of Medical Sciences, Kollam",
682,"Valiyath Institute Of Medical Sciences, Kollam",
683,"Valiyath Institute Of Medical Sciences, Kollam",
684,"Valiyath Institute Of Medical Sciences, Kollam",
685,"Valiyath Institute Of Medical Sciences, Kollam",
686,"Valiyath Institute Of Medical Sciences, Kollam",
687,"Valiyath Institute Of Medical Sciences, Kollam",
688,"Valiyath Institute Of Medical Sciences, Kollam",
689,"Valiyath Institute Of Medical Sciences, Kollam",
690,"Valiyath Institute Of Medical Sciences, Kollam",
691,"Valiyath Institute Of Medical Sciences, Kollam",
692,"Valiyath Institute Of Medical Sciences, Kollam",
693,"Valiyath Institute Of Medical Sciences, Kollam",
694,"Valiyath Institute Of Medical Sciences, Kollam",
695,"Valiyath Institute Of Medical Sciences, Kollam",
696,"Valiyath Institute Of Medical Sciences, Kollam",
697,"Valiyath Institute Of Medical Sciences, Kollam",
698,"Valiyath Institute Of Medical Sciences, Kollam",
699,"Valiyath Institute Of Medical Sciences, Kollam",
700,"Valiyath Institute Of Medical Sciences, Kollam",
701,"Valiyath Institute Of Medical Sciences, Kollam",
702,"Valiyath Institute Of Medical Sciences, Kollam",
703,"Valiyath Institute Of Medical Sciences, Kollam",
704,"Valiyath Institute Of Medical Sciences, Kollam",
705,"Valiyath Institute Of Medical Sciences, Kollam",
706,"Valiyath Institute Of Medical Sciences, Kollam",
707,"Valiyath Institute Of Medical Sciences, Kollam",
708,"Valiyath Institute Of Medical Sciences, Kollam",
709,"Valiyath Institute Of Medical Sciences, Kollam",
710,"Valiyath Institute Of Medical Sciences, Kollam",
711,"Valiyath Institute Of Medical Sciences, Kollam",
712,"Valiyath Institute Of Medical Sciences, Kollam",
713,"Valiyath Institute Of Medical Sciences, Kollam","HOTEL'S NAME:
Hotel Comfort Regency
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
35
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://hotelcomfortregency.com/"
714,"Valiyath Institute Of Medical Sciences, Kollam","HOTEL'S NAME:
Hotel Grande Muscat
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
1.0
ROOM COUNT:
43
PRICE RANGE (INR):
1500
PRICE RANGE (USD):
20
HOTELS LINK:
http://grandemuscat.com/"
715,"Valiyath Institute Of Medical Sciences, Kollam","SIGHT'S NAME:
Thangassery Light House
SIGHTS' ADDRESS:
Kollam
SIGHT DISTANCE FROM HOSPITAL (IN KM):
22.0
CONNECTIVITY:
KSRTC, Local Bus, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
716,"Valiyath Institute Of Medical Sciences, Kollam","MARKET NAME:
Chalai Bazaar
MARKET IS KNOWN FOR:
Fruits, Jewellery, Hardware, Painting, Clothing, Accessories
RESTURANTS IN MARKET PLACE:
Sea Food, Indian, Street Food
RELIGIOUS PLACES IN MARKET:
Puthiyakave Temple"
717,"The Madras Medical Mission, Chennai","APPOINTMENT LINK
- not available -"
718,"The Madras Medical Mission, Chennai","INTERNATIONAL CUISINES
- Not Available -"
719,"The Madras Medical Mission, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
720,"The Madras Medical Mission, Chennai","ISO DETAILS
- Not Available -"
721,"The Madras Medical Mission, Chennai","LANGUAGES
* English
* Arabic"
722,"The Madras Medical Mission, Chennai","CERTIFICATES
* NABH
* ISO"
723,"The Madras Medical Mission, Chennai","ROOMS
* Deluxe
* Suites
* Special Rooms
* Twin Sharing
* Single Room"
724,"The Madras Medical Mission, Chennai",
725,"The Madras Medical Mission, Chennai",
726,"The Madras Medical Mission, Chennai",
727,"The Madras Medical Mission, Chennai",
728,"The Madras Medical Mission, Chennai",
729,"The Madras Medical Mission, Chennai",
730,"The Madras Medical Mission, Chennai",
731,"The Madras Medical Mission, Chennai",
732,"The Madras Medical Mission, Chennai",
733,"The Madras Medical Mission, Chennai",
734,"The Madras Medical Mission, Chennai",
735,"The Madras Medical Mission, Chennai",
736,"The Madras Medical Mission, Chennai",
737,"The Madras Medical Mission, Chennai",
738,"The Madras Medical Mission, Chennai",
739,"The Madras Medical Mission, Chennai",
740,"The Madras Medical Mission, Chennai",
741,"The Madras Medical Mission, Chennai",
742,"The Madras Medical Mission, Chennai",
743,"The Madras Medical Mission, Chennai",
744,"The Madras Medical Mission, Chennai",
745,"The Madras Medical Mission, Chennai",
746,"The Madras Medical Mission, Chennai",
747,"The Madras Medical Mission, Chennai",
748,"The Madras Medical Mission, Chennai",
749,"The Madras Medical Mission, Chennai",
750,"The Madras Medical Mission, Chennai",
751,"The Madras Medical Mission, Chennai",
752,"The Madras Medical Mission, Chennai",
753,"The Madras Medical Mission, Chennai",
754,"The Madras Medical Mission, Chennai",
755,"The Madras Medical Mission, Chennai",
756,"The Madras Medical Mission, Chennai",
757,"The Madras Medical Mission, Chennai",
758,"The Madras Medical Mission, Chennai",
759,"The Madras Medical Mission, Chennai",
760,"The Madras Medical Mission, Chennai",
761,"The Madras Medical Mission, Chennai",
762,"The Madras Medical Mission, Chennai",
763,"The Madras Medical Mission, Chennai",
764,"The Madras Medical Mission, Chennai",
765,"The Madras Medical Mission, Chennai",
766,"The Madras Medical Mission, Chennai",
767,"The Madras Medical Mission, Chennai",
768,"The Madras Medical Mission, Chennai",
769,"The Madras Medical Mission, Chennai",
770,"The Madras Medical Mission, Chennai",
771,"The Madras Medical Mission, Chennai",
772,"The Madras Medical Mission, Chennai",
773,"The Madras Medical Mission, Chennai",
774,"The Madras Medical Mission, Chennai",
775,"The Madras Medical Mission, Chennai",
776,"The Madras Medical Mission, Chennai",
777,"The Madras Medical Mission, Chennai","HOTEL'S NAME:
Hotel Chennai Deluxe
STAR RTAING:
2
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
4.0
ROOM COUNT:
42
PRICE RANGE (INR):
2500
PRICE RANGE (USD):
33
HOTELS LINK:
http://hotelchennaideluxe.com/aboutus.htm"
778,"The Madras Medical Mission, Chennai","HOTEL'S NAME:
Hotel Radha Regent Chennai
STAR RTAING:
4
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
5.0
ROOM COUNT:
91
PRICE RANGE (INR):
3500
PRICE RANGE (USD):
46
HOTELS LINK:
http://radhahotels.com/radha-regent-chennai/"
779,"The Madras Medical Mission, Chennai","SIGHT'S NAME:
Government Museum
SIGHTS' ADDRESS:
Pantheon Road
SIGHT DISTANCE FROM HOSPITAL (IN KM):
11.0
CONNECTIVITY:
Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
780,"The Madras Medical Mission, Chennai","MARKET NAME:
Express Avenue
MARKET IS KNOWN FOR:
Books / Stationery/ Toys / Games / Gifts / Electronics / Home & Lifestyle Footwear / Handbags / Jewellery / Watches / Lingerie / Luggage / Leather Products / Watches / Lingerie / Luggage / Optics And Sunglasses / Health & Beauty / Fitness / Cosmetics / P
RESTURANTS IN MARKET PLACE:
Vegetarian Fine Dining / Non-Vegetarian Fine Dining / Café / Cakes / Chocolates / Confectionery / Ice Cream / Fast Food Includes Oriental, North Indian, South Indian, And Italian
RELIGIOUS PLACES IN MARKET:
Temple – Jain Temple Kolavazihi Temple Church – Santhome Basilica"
781,"Sri Ramachandra Medical Centre, Chennai","APPOINTMENT LINK
- not available -"
782,"Sri Ramachandra Medical Centre, Chennai","INTERNATIONAL CUISINES
* Indian"
783,"Sri Ramachandra Medical Centre, Chennai","INTERNATIONAL RECOGNITIONS
- Not Available -"
784,"Sri Ramachandra Medical Centre, Chennai","ISO DETAILS
- Not Available -"
785,"Sri Ramachandra Medical Centre, Chennai","LANGUAGES
* Arabic"
786,"Sri Ramachandra Medical Centre, Chennai","CERTIFICATES
* JCI
* NABH
* ISO"
787,"Sri Ramachandra Medical Centre, Chennai",
788,"Sri Ramachandra Medical Centre, Chennai",
789,"Sri Ramachandra Medical Centre, Chennai",
790,"Sri Ramachandra Medical Centre, Chennai",
791,"Sri Ramachandra Medical Centre, Chennai",
792,"Sri Ramachandra Medical Centre, Chennai",
793,"Sri Ramachandra Medical Centre, Chennai",
794,"Sri Ramachandra Medical Centre, Chennai",
795,"Sri Ramachandra Medical Centre, Chennai",
796,"Sri Ramachandra Medical Centre, Chennai",
797,"Sri Ramachandra Medical Centre, Chennai",
798,"Sri Ramachandra Medical Centre, Chennai",
799,"Sri Ramachandra Medical Centre, Chennai",
800,"Sri Ramachandra Medical Centre, Chennai",
801,"Sri Ramachandra Medical Centre, Chennai",
802,"Sri Ramachandra Medical Centre, Chennai",
803,"Sri Ramachandra Medical Centre, Chennai",
804,"Sri Ramachandra Medical Centre, Chennai",
805,"Sri Ramachandra Medical Centre, Chennai",
806,"Sri Ramachandra Medical Centre, Chennai",
807,"Sri Ramachandra Medical Centre, Chennai",
808,"Sri Ramachandra Medical Centre, Chennai",
809,"Sri Ramachandra Medical Centre, Chennai",
810,"Sri Ramachandra Medical Centre, Chennai",
811,"Sri Ramachandra Medical Centre, Chennai",
812,"Sri Ramachandra Medical Centre, Chennai",
813,"Sri Ramachandra Medical Centre, Chennai",
814,"Sri Ramachandra Medical Centre, Chennai",
815,"Sri Ramachandra Medical Centre, Chennai",
816,"Sri Ramachandra Medical Centre, Chennai",
817,"Sri Ramachandra Medical Centre, Chennai",
818,"Sri Ramachandra Medical Centre, Chennai",
819,"Sri Ramachandra Medical Centre, Chennai",
820,"Sri Ramachandra Medical Centre, Chennai",
821,"Sri Ramachandra Medical Centre, Chennai",
822,"Sri Ramachandra Medical Centre, Chennai",
823,"Sri Ramachandra Medical Centre, Chennai",
824,"Sri Ramachandra Medical Centre, Chennai",
825,"Sri Ramachandra Medical Centre, Chennai",
826,"Sri Ramachandra Medical Centre, Chennai",
827,"Sri Ramachandra Medical Centre, Chennai",
828,"Sri Ramachandra Medical Centre, Chennai",
829,"Sri Ramachandra Medical Centre, Chennai",
830,"Sri Ramachandra Medical Centre, Chennai",
831,"Sri Ramachandra Medical Centre, Chennai",
832,"Sri Ramachandra Medical Centre, Chennai",
833,"Sri Ramachandra Medical Centre, Chennai",
834,"Sri Ramachandra Medical Centre, Chennai",
835,"Sri Ramachandra Medical Centre, Chennai",
836,"Sri Ramachandra Medical Centre, Chennai",
837,"Sri Ramachandra Medical Centre, Chennai",
838,"Sri Ramachandra Medical Centre, Chennai",
839,"Sri Ramachandra Medical Centre, Chennai",
840,"Sri Ramachandra Medical Centre, Chennai",
841,"Sri Ramachandra Medical Centre, Chennai",
842,"Sri Ramachandra Medical Centre, Chennai",
843,"Sri Ramachandra Medical Centre, Chennai",
844,"Sri Ramachandra Medical Centre, Chennai",
845,"Sri Ramachandra Medical Centre, Chennai",
846,"Sri Ramachandra Medical Centre, Chennai",
847,"Sri Ramachandra Medical Centre, Chennai",
848,"Sri Ramachandra Medical Centre, Chennai",
849,"Sri Ramachandra Medical Centre, Chennai",
850,"Sri Ramachandra Medical Centre, Chennai",
851,"Sri Ramachandra Medical Centre, Chennai",
852,"Sri Ramachandra Medical Centre, Chennai",
853,"Sri Ramachandra Medical Centre, Chennai",
854,"Sri Ramachandra Medical Centre, Chennai",
855,"Sri Ramachandra Medical Centre, Chennai",
856,"Sri Ramachandra Medical Centre, Chennai",
857,"Sri Ramachandra Medical Centre, Chennai",
858,"Sri Ramachandra Medical Centre, Chennai",
859,"Sri Ramachandra Medical Centre, Chennai",
860,"Sri Ramachandra Medical Centre, Chennai",
861,"Sri Ramachandra Medical Centre, Chennai",
862,"Sri Ramachandra Medical Centre, Chennai",
863,"Sri Ramachandra Medical Centre, Chennai",
864,"Sri Ramachandra Medical Centre, Chennai",
865,"Sri Ramachandra Medical Centre, Chennai",
866,"Sri Ramachandra Medical Centre, Chennai",
867,"Sri Ramachandra Medical Centre, Chennai",
868,"Sri Ramachandra Medical Centre, Chennai",
869,"Sri Ramachandra Medical Centre, Chennai","HOTEL'S NAME:
Le Royal Meridien Chennai
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
9.0
ROOM COUNT:
106
PRICE RANGE (INR):
7500
PRICE RANGE (USD):
100
HOTELS LINK:
http://leroyalmeridien-chennai.com"
870,"Sri Ramachandra Medical Centre, Chennai","HOTEL'S NAME:
My Fortune
STAR RTAING:
5
HOTEL'S DISTANCE FROM HOSPITAL (IN KM):
18.0
ROOM COUNT:
90
PRICE RANGE (INR):
6000
PRICE RANGE (USD):
79
HOTELS LINK:
http://fortunehotels.in"
871,"Sri Ramachandra Medical Centre, Chennai","SIGHT'S NAME:
Marina Beach
SIGHTS' ADDRESS:
Chennai
SIGHT DISTANCE FROM HOSPITAL (IN KM):
20.0
CONNECTIVITY:
Tourist Buses, Local Bus, City Bus, Taxi, Auto
HOTELS LINK:
- Not Available -
TRAVEL AGENCY DETAILS
AGENCY NAME:
Ola Cabs
AGENCY WEBSITE:
olacabs.com
AGENCY CONTACT:
080-67350900"
872,"Sri Ramachandra Medical Centre, Chennai","MARKET NAME:
Citi Center
MARKET IS KNOWN FOR:
Domestic & International Brands, Designer Boutiques, Restaurants & Jewelry Shops
RESTURANTS IN MARKET PLACE:
Indian, European, Chinese, Continental, Beverages, Fast Food, Café, Pubs
RELIGIOUS PLACES IN MARKET:
Temple – Virubakshiswarar Temple Maleeswarar Temple Church – Holy Rosary Church"
0,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"APPOINTMENT LINK
www.premsukhhospital.com"
1,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"INTERNATIONAL CUISINES
- Not Available -"
2,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"INTERNATIONAL RECOGNITIONS
CONDUCTED EDUCATIONAL PROGRAM FOR MEDICAL STUDENT"
3,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"ISO DETAILS
ISO 9001 : 2015"
4,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"LANGUAGES
* English"
5,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"CERTIFICATES
* NABH"
6,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,"ROOMS
* Multiple Beds"
7,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
8,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
9,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
10,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
11,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
12,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
13,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
14,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
15,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
16,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
17,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
18,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
19,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
20,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
21,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
22,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
23,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
24,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
25,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
26,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
27,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
28,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
29,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
30,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
31,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
32,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
33,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
34,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
35,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
36,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
37,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
38,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
39,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
40,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
41,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
42,PREM SUKH HOSPITAL AND DIALYSIS CENTRE,
