,Type,Name,Phone,Address,City,Pincode,Country,Timings,Mode_of_Payment,Currency,Link_to_profile
96,Pharmacy,Civil Medical Store,9838171049,"6, Subhash Complex, Bahadurpur, Kanchana Bihari Marg, Jankipuram, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41058/civil-medical-store
97,Pharmacy,D Pal & Co,(0522) 2624716,"54, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41345/d-pal-co
98,Pharmacy,Dabur India Ltd,(0522) 3025910,"N-19/23, Sec-C,Opp Sant Mkt Post Off, H Rd, Mahanagar, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40912/dabur-india-ltd
99,Pharmacy,Dange Clinic,(0522) 2625925,"4-A, Valmiki Marg, Lalbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41039/dange-clinic
100,Pharmacy,Dawaghar Dot Com,(0522) 2239180,"Radha Krishna Bhawan, Opp. Civil Hospital, Park Road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41255/dawaghar-dot-com
101,Pharmacy,Dawaghar.com,9335055771,"3a/5, Radha Krishna Bhawan, Opp. Civil Hospital, Park Road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40939/dawagharcom
102,Pharmacy,Dawn Medicals,(0522) 2266446,"Kgmc, Shahmina Rd, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41178/dawn-medicals
103,Pharmacy,Dayal Medical Store,9415514262,"43/120, Padmaker Bhawan, Naval Kishor Road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41112/dayal-medical-store
104,Pharmacy,Dayal Medical Store,9454323814,"Khadra, Chungi By Pass, Sitapur Road, Sitapur Rd, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41296/dayal-medical-store
105,Pharmacy,Deep Medicals,9452065045,"1/330, A-Viram Khand, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40960/deep-medicals
106,Pharmacy,Deepak Medical Store,(0522) 4010381,"Balaji Market, Opposite Cmh Chowk, Hardoi Road, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41036/deepak-medical-store
107,Pharmacy,Deepanshu Medical Store,(0522) 2781935,"16, Main Road, Nishatganj, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41022/deepanshu-medical-store
108,Pharmacy,Denesh Medical Store,9935746075,"Shop No 1,2, Near Mahaveer Inter College,Batha, Kursi Road, Aliganj, LUCKNOW",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41384/denesh-medical-store
109,Pharmacy,Devanshi Medical Store,(0522) 4008356,"65/15, Chitwapur Road, Lalkuan, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41238/devanshi-medical-store
110,Pharmacy,Dinesh Medical Hall,(0522) 2731511,"Kurshi Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41133/dinesh-medical-hall
111,Pharmacy,Dinesh Medicals,9307232551,"Shop No 3/122, Vivek Khand-3, Near Water Tank, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41279/dinesh-medicals
112,Pharmacy,Docland Service Ltd.,(0522) 2629112,"33, Sri Ram Market, Near Odeon Cinema Hall, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41274/docland-service-ltd
113,Pharmacy,Drug Point Medical Store,9335290878,"Kaiserbagh Bus Stop, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41219/drug-point-medical-store
114,Pharmacy,Durga Medicos,(0522) 2480067,"614 Azad Mahal, Sadar Bazar, Sadar, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41316/durga-medicos
115,Pharmacy,Eras Lucknow Medical College & Hosp...,(0522) 2222481,"Sarfaraz Ganj, Hardor Rd, Sarfaraz, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40907/eras-lucknow-medical-college-hosp
116,Pharmacy,Fatima Pharmacy,9839008495,"Tope Darwaza, Chaupatiya Dargah, Chaupatiyan, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40943/fatima-pharmacy
117,Pharmacy,Fine Medical Store,(0522) 2786767,"A-5, Nirala Nagar, Lucknow",Lucknow,226020,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40966/fine-medical-store
118,Pharmacy,Furqania Dawa Khana,9335504790,"Near Ghariwali Masjid, Naaz Cinema Road, Khayaliganj, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41377/furqania-dawa-khana
119,Pharmacy,G. R. Enterprises,(0522) 2270426,"Shop No-1a, Alam Market, Parsi Shah Lane, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41358/g-r-enterprises
120,Pharmacy,G. Rama And Sons,(0522) 2627109,"7/8, Khiamal Market, 1st Floor, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41370/g-rama-and-sons
121,Pharmacy,G.G.Pharma,(0522) 2297260,"# 13, Second Floor,Bhasin Market,Aminabad., Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41381/ggpharma
122,Pharmacy,GANGA MEDICINE AND COMPANY,9450208541,"Shop no-6,leela mension, Near leela cinema, Naval kishore road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41158/ganga-medicine-and-company
123,Pharmacy,GANPATI MEDICAL,9005009000,"126/31, Near shalimar square, B N road, Lalbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41105/ganpati-medical
124,Pharmacy,GREEN BERRY,9648470088,"1,ugf,royal plaza, Sector-16, Indira Nagar Lucknow, Lucknow",Lucknow,226016,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40924/green-berry
125,Pharmacy,Ganga pharma medical store,9721344771,"102,ground floor ,radhakrishna bhawan, Nr civil hospital, Park road, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41091/ganga-pharma-medical-store
126,Pharmacy,Ganpati Medical Store,(0522) 2481315,"398/3, Sadar Bazar, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41252/ganpati-medical-store
127,Pharmacy,Ganpati Medicals,(0522) 3913939,"126/31, Mahavir Plaza, Lalbagh, B N Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41237/ganpati-medicals
128,Pharmacy,Garg Homeo Store,(0522) 2230250,"48, Murli Ngr, Cantt Rd, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41173/garg-homeo-store
129,Pharmacy,Garg Homoeo Stores,9415196680,"45, Near sheeshewali masjid, Cantt. Road, Murli Nagar, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41037/garg-homoeo-stores
130,Pharmacy,Garg Medicos,(0522) 4024835,"9-A, Near Yojana Bhawan, Hivalak Rd, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41045/garg-medicos
131,Pharmacy,Garg medical agencies,9415787148,"5 balmiki marg, Near hazratgunj kotwali, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41159/garg-medical-agencies
132,Pharmacy,Gaurav Medicals,(0522) 3043204,"8-3, Sinha Market, Near IT Crossing, Nirala Nagar, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41123/gaurav-medicals
133,Pharmacy,Ginni medicals,7800016000,"Shop no.-4/288, Vivek khand, Patarkarpuram, Opp. Forrd hospital, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40923/ginni-medicals
134,Pharmacy,Goel Medical Agencies,9450896724,"8, Ganpati Complex, Gautam Budh Marg(Gb Marg), LUCKNOW",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41386/goel-medical-agencies
135,Pharmacy,Golike Hamjoli,(0522) 2423771,"K-68, Aarzoo Asshiana Clny, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41186/golike-hamjoli
136,Pharmacy,Gomti Medical Store,(0522) 2720171,"Tcv-67, Vibhuti Khand, Gomti Nagar, Lucknow",Lucknow,226010,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41012/gomti-medical-store
137,Pharmacy,Gomti Medicals,(0522) 2613645,"2m, King Medicine Complex, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41356/gomti-medicals
138,Pharmacy,Good Medicos,(0522) 2758585,"538/908, Ahibaran Pur, Opp Power House, Sitapur Rd, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41307/good-medicos
139,Pharmacy,Gopi Medical Store,9415464272,"44-A, Murli Nagar, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41235/gopi-medical-store
140,Pharmacy,Greenberry Healthcare Pvt Ltd,(0522) 4063234,"Naka Fatehganj, Aminabad, LUCKNOW",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41392/greenberry-healthcare-pvt-ltd
141,Pharmacy,Guardian Pharmacy,(0522) 2746015,"Aliganj, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40918/guardian-pharmacy
142,Pharmacy,Guardian Pharmacy,(0522) 4011204,"Sahara Plaza, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40927/guardian-pharmacy
143,Pharmacy,Guardian lifecare,(0522) 4044430,"A1/15 raj palac, Purniya chauraha, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40948/guardian-lifecare
144,Pharmacy,Gulshan Medicals,(0522) 3065091,"1, Mariya Cplx, Tambakhu Mandi, Chaupatiyan, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40958/gulshan-medicals
145,Pharmacy,Gupta Enterprises,(0522) 2441114,"C-37 , Near Teli Bagh, South City, C=37, RAI Bareli Rd, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41317/gupta-enterprises
146,Pharmacy,Gupta Homeo Agency,(0522) 4000545,"Hal Gate, A P Sabha, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41171/gupta-homeo-agency
147,Pharmacy,Gupta Medicals,(0522) 2266052,"Nehru Crossing, Nadan Mahal Road, Lucknow",Lucknow,226004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40988/gupta-medicals
148,Pharmacy,Gupta Stores,(0522) 2242453,"Gautam Budh Marg, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41044/gupta-stores
149,Pharmacy,H A Medical Store,9369311865,"Subash Chandra, Medical College, Tulsidas Road, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40991/h-a-medical-store
150,Pharmacy,Hamdard Dawakhana,9198059753,"Noor Market, Akbari Gate, Chowk, Akhbari Gate, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40921/hamdard-dawakhana
151,Pharmacy,Hanuman Medical Store,9839535729,"Lgf-7, Rg Complex, Viram Khand-3, Vaishnav Mata Mandir, Viram Khand, CMS Road, Gomtinagar, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40938/hanuman-medical-store
152,Pharmacy,Hardik Health Care,(0522) 2763187,"Ugf-201-A, Sahara States,Jankipuram, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41175/hardik-health-care
153,Pharmacy,Health Medical Point,(0522) 3240206,"106,173 Cantt. Road, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41232/health-medical-point
154,Pharmacy,Health Medicals,(0522) 3010197,"25, Vidhan Sabha Marg, Hussainganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41234/health-medicals
155,Pharmacy,Healthway (Agencies),(0522) 2625534,"Shop No-4, 1st Floor, Sugnamal Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41371/healthway-agencies
156,Pharmacy,Heera Medical Hall,9415061544,"Udai Ganj, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41231/heera-medical-hall
157,Pharmacy,Hema Medical Store,(0522) 2338680,"K.b.-4, Sector-L, Near Mama Chauraha, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41140/hema-medical-store
158,Pharmacy,Inder Chand Jain Medical Company,(0522) 2268134,"Goal Darwaza, Lucknow Chowk, Lucknow",Lucknow,226003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40992/inder-chand-jain-medical-company
159,Pharmacy,J C & Sons Medical Store,(0522) 2222789,"21, Bhasin Mkt, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41166/j-c-sons-medical-store
160,Pharmacy,J. K. Pharma,(0522) 2231091,"2b, First Floor, Qaiser Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41357/j-k-pharma
161,Pharmacy,J. P. medicals,9415064505,"Shop no.-101, vinay khand-4, Opp. TC eye center, Station road, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41282/j-p-medicals
162,Pharmacy,Jaiswal Medical Store,(0522) 2286160,"Ashok Marg, Narhi, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41046/jaiswal-medical-store
163,Pharmacy,Jaiswal Medical Store,(0522) 6993524,"Sector- I, Jankipuram, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41059/jaiswal-medical-store
164,Pharmacy,Jaiswal Medical Store,9415767345,"43, Parag, Sector-5, Lda Colony, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41079/jaiswal-medical-store
165,Pharmacy,Jaiswal Pharma,(0522) 2619401,"Shop No 3, Ground Floor, Solomon Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41349/jaiswal-pharma
166,Pharmacy,Jaiswal medical store,9454708862,"7, Opp indian bank, Ashoka marg, narhai Galla mandi, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41110/jaiswal-medical-store
167,Pharmacy,Jankipuram Medical Store,(0522) 2012454,"Kursi Road, Paharpur Chauraha, Jankipuram, Lucknow",Lucknow,226021,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40996/jankipuram-medical-store
168,Pharmacy,Janta Medical & Provision Store,(0522) 2287994,"41/414, Ramtirth Marg, Narhi, Hazratganj, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41109/janta-medical-provision-store
169,Pharmacy,Jay Ambey Medical Store,(0522) 2622491,"13, Gurudwara Rd, Lucknow Gpo, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41179/jay-ambey-medical-store
170,Pharmacy,Jeevan Daan Agencies,(0522) 4044397,"Lgf 5, Aminabad Medicine Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41374/jeevan-daan-agencies
171,Pharmacy,Jeevan Medical Store,9838681227,"Kumhar Mandi, Kharika Road, Telibagh, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41313/jeevan-medical-store
172,Pharmacy,Jugal Medicals,9415197656,"51/11 Uday Ganj, Cantt Road, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41229/jugal-medicals
173,Pharmacy,K S Pharma,(0522) 2620889,"43, Aminabad Park, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41373/k-s-pharma
174,Pharmacy,K. Sons Medicals,(0522) 6631195,"5077, C- Block, Rajaji Puram, Lucknow",Lucknow,226017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41081/k-sons-medicals
175,Pharmacy,K.k. Medicals,9305691242,"2,3, Gole Market, Mahanagar, Lucknow",Lucknow,226006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41077/kk-medicals
176,Pharmacy,KRISHNA MEDICALS,9918888834,"Shop No-11, J K Market,Near Tikat RAI Talab, Mohaan Road, Lucknow Gpo, LUCKNOW",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41203/krishna-medicals
177,Pharmacy,Kailash Medical Store,(0522) 2701268,"ITI Chauraha, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41151/kailash-medical-store
178,Pharmacy,Kaka Medicals,9415468132,"Near Kapoorthala, New Hanuman Mandir, Aliganj, LUCKNOW",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41152/kaka-medicals
179,Pharmacy,Kama Medicals,(0522) 2325558,"27/2, Chandralok Clny, Kapoorthala Rd, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40951/kama-medicals
180,Pharmacy,Kamdhenu Medical Store,9335515732,"27, Chandralok Colony, Kapoorthala Road, Aliganj, Lucknow",Lucknow,226024,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40974/kamdhenu-medical-store
181,Pharmacy,Kamdhenu Medical Store,(0522) 3233832,"Chandrlok Colony, Aliganj, Aliganj, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41300/kamdhenu-medical-store
182,Pharmacy,Kaneez Medical Store,983932616,"Chitwapur Road, Lalkuan, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41228/kaneez-medical-store
183,Pharmacy,Kaushalya Medical Store,9452380492,"Pavchvatipark, Rajkiya School Road,Gomtinagar, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41187/kaushalya-medical-store
184,Pharmacy,Kaushalya Medical Store,9452680492,"Rajkiye School, Panchwati Park, Gomtinagar, Gomti Nagar Lucknow, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41188/kaushalya-medical-store
185,Pharmacy,Kay Dee Pharmaceutical,(0522) 2271280,"Shop No-6, 2nd Floor, Sugnamal Market, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41368/kay-dee-pharmaceutical
186,Pharmacy,Kaybee Pharma,(0522) 2297128,"4, Azad New Medicine Mkt, Meerjaan Lane, La Touche Road, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41297/kaybee-pharma
187,Pharmacy,Kedar Nath & Sons,(0522) 2481424,"99 Nehru Road, Sadar Bazar, Sadar, Lucknow",Lucknow,226002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41311/kedar-nath-sons
188,Pharmacy,Kent Homoeopathic Pharmacy,(0522) 6531745,"Near Aminabad Post Office, Aminabad, Lucknow",Lucknow,226018,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/41343/kent-homoeopathic-pharmacy
189,Pharmacy,Khalsa Medical,(0522) 2668453,"6, Diamond Point,Nr Sgpgi, Saraswati Puram, Lucknow",Lucknow,226025,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40914/khalsa-medical
190,Pharmacy,Khalsa Stores,(0522) 4063985,"Kaserbagh Circle, Kaisarbagh, Lucknow",Lucknow,226001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/40910/khalsa-stores
