,Type,Name,Phone,Address,City,Pincode,Country,Timings,Mode_of_Payment,Currency,Link_to_profile
92,Pharmacy,Dilip Medico Surgical Corporation,(0261) 2417353,"12/883 Khatrkiwad Tawakhal Manzil, Rani Talao, Station Road, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53210/dilip-medico-surgical-corporation
93,Pharmacy,Dipkiran Medical,(0261) 2484656,"200 Madhavdeep Apt Madhvanand Soc, Shinganpole Rd, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53393/dipkiran-medical
94,Pharmacy,Divya Medical Store,(0261) 3221462,"103,Shiv Shakti Appt, Ghod Dod Road, Opp Pruthvi Appt,Kakadia Complex, Ghoddod Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53149/divya-medical-store
95,Pharmacy,Divya Medical Store,(0261) 2221462,"103 ,Shiv Shakti Apartment, Kakadia Complex, Ghod Dod Road, Ghoddod Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53492/divya-medical-store
96,Pharmacy,Dr Hiren A Dala,(0261) 2462575,"M11 Western View Complex, Opp Bhulka Bhavan Cmplx, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53479/dr-hiren-a-dala
97,Pharmacy,Drashti Medical & General Store,(0261) 2531242,"Ground Floor, Hari Krishna Society, Shop No 1, Mayur Appart, Choryasi Katargam Road, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53391/drashti-medical-general-store
98,Pharmacy,Drashti Medical & General Store,9879323607,"1/2, Mayur Apartment, Katargam, Hari Krishna Society, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53398/drashti-medical-general-store
99,Pharmacy,Durga Medical Store,(0261) 2233420,"U 1 Bhagvati Darshan Complex, Bhatar Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53344/durga-medical-store
100,Pharmacy,Durlabh Medical Store,(0261) 2457756,"415, National Plaza, Nr. Ayurvedic College, Opp: Railway Station, Station Road, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53360/durlabh-medical-store
101,Pharmacy,Dwarkesh Medical Agency,,"13, Swagat Complex, First Floor, Varachha Road, Kubernagar, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53295/dwarkesh-medical-agency
102,Pharmacy,Eagle Medical & Provisional Store,(0261) 2343097,"Gali No. 2, Shop No. 12, Limbayat, Raja Chowk, Mithi Khadi, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53387/eagle-medical-provisional-store
103,Pharmacy,Fm Body Chemisty,9898019007,"A-01,Machhi Market, Bardoli Pitha, Salabatpura, Salabatpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53465/fm-body-chemisty
104,Pharmacy,Gageshwar Medical Store,(0261) 2731095,"Adajan Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53474/gageshwar-medical-store
105,Pharmacy,Gandhi Medical Store,(0261) 2428073,"10/330 A Dungar Kuwa Sheri, Limda Chawk, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53156/gandhi-medical-store
106,Pharmacy,Gayatri Medical Store,(0261) 2558841,"92 Kamal Park Society, Near Ishwarkrupa, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53293/gayatri-medical-store
107,Pharmacy,General Medical Stores,9427812196,"A-01,Sufi Baug, Opp Mohan Mithai, Station Road, Station Road, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53365/general-medical-stores
108,Pharmacy,Girish Medico Pvt Ltd,(0261) 2463146,"S-9, G Tower, Shankheshwar Complex, Opposite Raymond Showroom, Majura Gate, Surat",Surat,395002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53143/girish-medico-pvt-ltd
109,Pharmacy,Gopal Medical Store,(0261) 2331027,"1 Prabhunagar 1 Ni Wadi, Opposite Hariom Society Katargam, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53388/gopal-medical-store
110,Pharmacy,Green Cross Medical,(0261) 2732272,"Shop No 4, Green Avenue Apartment, Near Tgb Restaurant, L P Shavani Road, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53494/green-cross-medical
111,Pharmacy,Gulmohar Medical & Provision Store,(0261) 2452880,"A-03, Nr Nira Kendra, Kotsafil Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53407/gulmohar-medical-provision-store
112,Pharmacy,Gurukrupa Medical Store,(0261) 2681616,"Nr 5 7 Adajan, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53481/gurukrupa-medical-store
113,Pharmacy,Gurupooja Medical Store,9974835391,"Shop No 2, Vibhag A, Ground Floor, Harekrishna Appartment, Surat, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53289/gurupooja-medical-store
114,Pharmacy,H M Chemist,(0261) 2668408,"14 Mission Shopping Centre, Opp Athwa Petrol Pump, Athwa, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53429/h-m-chemist
115,Pharmacy,Harihar Medical Store,(0261) 2414841,"4/4129, Chowki Sheri, Begumpura, Main Road, Begumpura, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53358/harihar-medical-store
116,Pharmacy,Harihar Medical Store,(0261) 3291723,"Ghoddod Road, SURAT",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53447/harihar-medical-store
117,Pharmacy,Harikripa Medical Store,9879157588,"7/4669-70, Near Prakash Talkes, Station Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53352/harikripa-medical-store
118,Pharmacy,Harsh Medical & Provision Store,9898436936,"Shop No 5 Ug Shital Complex,Opp, Vegetable Market, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53334/harsh-medical-provision-store
119,Pharmacy,Harsh Medical & Provision Stores,(0261) 2267282,"Shop No. A-2, Dhanpal App., Althan Tenament, Bhatar Road, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53440/harsh-medical-provision-stores
120,Pharmacy,Harsh Medical Store,9377853330,"G 2 Shakuntal Complex, Nr Sanghvi Tower, Main Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53504/harsh-medical-store
121,Pharmacy,Hem Jyot Laboratory,(0261) 2677539,"1st Floor A P Market, Main Road, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53370/hem-jyot-laboratory
122,Pharmacy,Hetal Medical,9824151118,"Shop No. 4, Samarpan Apartment, Opp. Rang Avdhut Soc., L.h.road, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53304/hetal-medical
123,Pharmacy,Hir Yug Medical Store,(0261) 3231206,"Shop No. 7, Sahara Daravaja, Nr. Sahara Daravaja Police Station, Ring Road, Ring Road, Surat",Surat,395002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53320/hir-yug-medical-store
124,Pharmacy,Hiralal Chemist,(0261) 2439513,"A-01, Opp Surat General Hospital, Balaji Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53413/hiralal-chemist
125,Pharmacy,Hiralal Medical Store,(0261) 2403091,"9/2009, Baranpuri Bhagal, Main Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53408/hiralal-medical-store
126,Pharmacy,Hiralal Medical Store,(0261) 2413091,"Bhagal, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53425/hiralal-medical-store
127,Pharmacy,Honest Medical,9998076795,"Akabari Mension, Opposite Siddique Square, Adajan Patia, New Rander Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53507/honest-medical
128,Pharmacy,Honest Medical & General Stores,9898452626,"Opp. Police Station, Sardar Chowk, Bardoli, Surat",Surat,394601,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53226/honest-medical-general-stores
129,Pharmacy,Honest Medical Store,(0261) 2765479,"Opposite Rander Peoples Bank, Umad Street, Rander, Surat",Surat,395005,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53238/honest-medical-store
130,Pharmacy,Honey Medical & General Store,9879066801,"Near Kapadiya Heath Club, New Civil Road, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53451/honey-medical-general-store
131,Pharmacy,Icchanath Medical Store,(0261) 2256622,"12 Shivshankar Apartment, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53349/icchanath-medical-store
132,Pharmacy,Ilaj Medical Store,(0261) 2255416,"L 9 Meghmayur Plaza, Parle Point, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53193/ilaj-medical-store
133,Pharmacy,JAY Ambe Chemist,(0261) 2258845,"Shopno 2 Prasham Building, Below H 3 Hospital, City Light Road, Citylight Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53490/jay-ambe-chemist
134,Pharmacy,JAY Ambe Medical Store,(0261) 2737706,"Shop 13/14, Shantiniketan Shoppctr Adj, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53417/jay-ambe-medical-store
135,Pharmacy,JAY Ambe Medical Store,(0261) 2743360,"13/14, Shanti Niketan Shopping C, Opposite Sagar Complex Anand Mahal Road Adajan Road, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53482/jay-ambe-medical-store
136,Pharmacy,JAY Jalaram Medical & Genl Store,(0261) 2851317,"367/A, Sitaram Nagar, Near Puna Jakat Naka Tal Choryasi, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53351/jay-jalaram-medical-genl-store
137,Pharmacy,JAY Khodiyar Medical Store,9829911222,"Rachna Society, Kapodra,Punagam Bombay Market Road, Punagam, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53376/jay-khodiyar-medical-store
138,Pharmacy,JAY Medical Store,(0261) 2568239,"G-20 Sargam Complex Varachha, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53274/jay-medical-store
139,Pharmacy,Jai Ambe Medico,(0261) 2539372,"Shop No 4, Dhanwantari Complex, Opposite Varachha Garnala, Sumul Dairy Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53242/jai-ambe-medico
140,Pharmacy,Jain Medical,(0261) 3223873,"Shop No.2, Rameshwaram Complex, Near Agresen Bhavan, Citylight Road, Citylight Road, SURAT",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53194/jain-medical
141,Pharmacy,Jaliyan Medical & Provision Stores,9924416012,"14, Classic Point, Behind Sneh Sankool Wadi, Anand Mahal Road, Anand Mahal Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53470/jaliyan-medical-provision-stores
142,Pharmacy,Janta Medical & General Store,,"No.4 Panch Ratana Apt ., Vishal Nagar Soc, Opp. C-6 Tenament, Tenament Bhatar, Bhatar Road, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53220/janta-medical-general-store
143,Pharmacy,Janta Medical Store,(0261) 2269702,"Near Shiv Complex Bhatar Altan Road, Althan, Surat",Surat,395017,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53196/janta-medical-store
144,Pharmacy,Janta Medical Store,(0261) 2938796,"Upvan Row House No 2, Near Sahaj Super, Adajan, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53472/janta-medical-store
145,Pharmacy,Jasal Medical Store,(02626) 222359,"Near Lakshmi General Store, 65 Geb Colony, Ukai Dam, Surat",Surat,394680,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53515/jasal-medical-store
146,Pharmacy,Jaydeep Medical Stores,9428396449,"B/77 Ram Krishna Scty, L H Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53290/jaydeep-medical-stores
147,Pharmacy,Jayu Medical & Provision Store,(0261) 2346513,"2/1340-41, Hanuman Street, Opposite Sub Jail, Sagrampura, Surat",Surat,395002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53319/jayu-medical-provision-store
148,Pharmacy,Jinendra Medicos,8469316768,"Shop No.C-13, Aagam Shopping World, Near Nandini Appartments, Vesu, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53452/jinendra-medicos
149,Pharmacy,Kabir Medical & Provision Store,9374518334,"Shop No 119, Bamroli General Hospital, New Haridham Society, Bamroli 120 Feet Road, Pandesara, Surat",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53271/kabir-medical-provision-store
150,Pharmacy,Kailash Medical & Provision Stores,(0261) 2738217,"15,Green Plaza, Opp.lp Savani School, Adajan Road, Adajan Road, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53495/kailash-medical-provision-stores
151,Pharmacy,Kalp Medicals,(02629) 2851951,"Kalp Medicals, Bhayanagar, Pungam Road, Punagam, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53371/kalp-medicals
152,Pharmacy,Kantilal & Bros,(0261) 2426162,"12/269, Patva Sheri, Limda Chowk, Main Road, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53412/kantilal-bros
153,Pharmacy,Kare Medicines,2612462905,"L 20 centre point complex, Nr. Nirmal hospital, Civil 4 rasta",Surat,395002,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82526/kare-medicines
154,Pharmacy,Khodal Kripa Medical Store,(0261) 2561436,"248, Surya Kiran Apartment, Nilkanth Society, Choriyasi Udhana Magdalla Road, Magdalla, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53434/khodal-kripa-medical-store
155,Pharmacy,Khodiyar Krupa Medical,9925946237,"1, Ground Floor, Below I C Gandhi School, Gandhi Shopping Center, Sumul Dairy Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53424/khodiyar-krupa-medical
156,Pharmacy,Khodiyar Medical Store,(0261) 2560534,"15 Chandrakiran Apartment A.k. Road, A K Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53177/khodiyar-medical-store
157,Pharmacy,Khushboo Medical Stores,9879863897,"4, 1st Floor, Yash Shopping Centre, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53422/khushboo-medical-stores
158,Pharmacy,Kirty Medical & General Store,9662228195,"11,Devendra Nagar, Pandesara, Bamroli Road, Pandesara, SURAT",Surat,394221,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53326/kirty-medical-general-store
159,Pharmacy,Kishan Medical Store,(0261) 2791107,"Parshvanagar Co-Op Society, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53420/kishan-medical-store
160,Pharmacy,Kothari Medical Agencies,(0261) 2791106,"Shop No. D-1, Managaldeep Appartment, Palanpur Jakat Naka, L P Savani Road, Palanpur Jakat Naka, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53502/kothari-medical-agencies
161,Pharmacy,Krishna Medical & Genral Store,9099731179,"Shop No. 1, A-1 Building, Rudraksha Avenue, Nr. Nova Restaurant, Puna Kumbhariya Road, Puna Kumbhariya Road, Surat",Surat,395001,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53205/krishna-medical-genral-store
162,Pharmacy,Krishna Medical Store,9825258140,"Shop No.3, Patidar Jin Complex, Opp.sardar Hospital, Station Road, Bardoli, Surat",Surat,394601,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53160/krishna-medical-store
163,Pharmacy,Krishna Medical Store,(0261) 6954193,"Ramkuti Shivaji Road, Surat HO, SURAT",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53426/krishna-medical-store
164,Pharmacy,Krishna Medical Stores,9998759754,"5 ,Nagnath Shopping, Sachin, Station Road, Sachin, Surat",Surat,394230,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53249/krishna-medical-stores
165,Pharmacy,Krupa Medical Store,9825946752,"A 4, Ishwar Nagar Society, Singanpore Cross Road, Ved Road, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53171/krupa-medical-store
166,Pharmacy,Laxmi Medical Store,(0261) 2692740,"G 2 Saifee Complex, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53368/laxmi-medical-store
167,Pharmacy,Laxmi Medical Stores,(0261) 274648,"A-01,Thakorji Complex, Main Road, Opp Hotel Rashraj, Opp Hotel Rashraj, Main Road, Kadodara, Surat",Surat,394327,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53239/laxmi-medical-stores
168,Pharmacy,Lokseva medical & General stores ,9099856450,House num 205 zaveri street valod dist tapi 394640,Surat,394640,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/82543/lokseva-medical-general-stores
169,Pharmacy,MAA Tarini Medical Store,9426444559,"Nr Chokasi Mill, Magdalla Road,Udhna, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53377/maa-tarini-medical-store
170,Pharmacy,Madhubhai Kikani Medical Store,(0261) 2547186,"38, Shop No 3, Kailash Dham Society, P P Savani Road A.k. Road, A K Road, Surat",Surat,395008,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53240/madhubhai-kikani-medical-store
171,Pharmacy,Madhuram Medical Stores,9824110495,"A-01,Dharam Shopping Centre, Near Dharam Cinema, Char Rasta, Kamrej, Surat",Surat,394180,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53244/madhuram-medical-stores
172,Pharmacy,Mahadev Medical Stores,(0261) 2693424,"1st Floor A P Market, Udhna, Surat",Surat,394210,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53369/mahadev-medical-stores
173,Pharmacy,Mahavir Medicals,(0261) 2796422,"2 Kalpana Shopping Centre, Adajan, Main Road, Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53506/mahavir-medicals
174,Pharmacy,Mahavir Medicine,9374739338,"Galemandi Delhi Gate, Main Road, Delhi Gate, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53206/mahavir-medicine
175,Pharmacy,Maheshwari Medical,(0261) 2541831,"Maheshwari Society, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53140/maheshwari-medical
176,Pharmacy,Maheshwari Medical Stores,(0261) 2677883,"1 Madhav Market, Udhna Railway Station, Road No 0, Surat Ho, Surat",Surat,395003,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53209/maheshwari-medical-stores
177,Pharmacy,Malavia Medicals,(0261) 2541761,"4 Vaibhav Chambers, Near Sadhana School, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53292/malavia-medicals
178,Pharmacy,Man Meet Medicines,9925392422,"Plot A-1 Gayatri Parivar Society Part 2, Behind Anath Ashram, Chikuwadi Road, Katargram, Surat",Surat,395004,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53401/man-meet-medicines
179,Pharmacy,Mansa Medico,9879026267,"KIM Char Rasta, Surat",Surat,394111,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53405/mansa-medico
180,Pharmacy,Mansarover Medical & General Store,9725188900,"Adajan Dn, Surat",Surat,395009,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53477/mansarover-medical-general-store
181,Pharmacy,Maruti Medical,(0261) 2541522,"5 Maheshwari Shopping Centre, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53182/maruti-medical
182,Pharmacy,Matoshree Godavarilal G Zakariya Medical...,(0261) 2562277,"Rudraksh,Hirabagh, Varachha Road, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53296/matoshree-godavarilal-g-zakariya-medical
183,Pharmacy,Matru Ashish Medical Stores,(0261) 2223124,"Shop No 2 Shalibhadra Apartments, Parle Point, Surat",Surat,395007,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53159/matru-ashish-medical-stores
184,Pharmacy,Mdhuvan Medical & General Stores,9904177541,"Shop No. 184/185, JAY Banjarang Complex, Nr. Hira Baug, Varachha Road, Varachha Road, Surat",Surat,395006,India,Monday-Sunday 8am - 9pm,Cash,INR (Indian Rupees),https://www.medicineindia.org/pharmacy-chemist-drugstore-details/53299/mdhuvan-medical-general-stores
